,Date (MM/DD/YYYY),Layer,Recipe,Wafer Type,Site,1,2,3,4,5,6,7,8,9,Max Etch Rate,Min Etch Rate,Etch Rate (A/Min),% Uni,STDEV,Result,Employee Code,Lot ID,M'MENT TOOL,Remarks,LSL,USL,LCL,UCL,% Uni USL,% Uni UCL
1798,,,,ATZP91,Post,3124.55,3238.0,3361.0,3351.82,3513.62,3469.19,3400.3,3256.16,3376.38,,,,,,,,,,,,,,,,
1799,,,,ATZP91,"∆ /Time=ERÅ/Min
",3750.1399999999994,3715.9400000000005,3812.879999999999,3857.54,3603.6000000000004,3611.3599999999997,3712.9400000000005,3838.120000000001,3357.6399999999994,,,,,,,,,,,,,,,,
1806,2020-02-18,TEOS,ME-ER,ATZP91,Pre,3125.8,3238.8,3355.1,3358.2,3578.0,3472.4,3401.9,3253.3,3375.5,3680.2000000000003,3144.4,3535.0444444444447,7.851009582979225,189.8279689028432,Fail,1335/1534,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1807,,,,ATZP91,Post,1341.8,1398.7,1518.7,1539.5,1930.9,1710.5,1568.7,1439.2,1803.3,,,,,,,,,,,,,,,,
1808,,,,ATZP91,"∆ /Time=ERÅ/Min
",3568.0000000000005,3680.2000000000003,3672.7999999999997,3637.3999999999996,3294.2,3523.8,3666.4,3628.2000000000003,3144.4,,,,,,,,,,,,,,,,
1815,2020-02-18,TEOS,ME-ER,ATZP91,Pre,6860.0,7010.0,7122.0,7123.0,7157.0,7050.0,7109.0,7083.0,7006.0,3820.0,3330.0,3660.0,6.853146853146853,152.44015219095002,Pass,1159,Q20080101.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1816,,,,ATZP91,Post,5045.0,5126.0,5267.0,5255.0,5263.0,5385.0,5308.0,5173.0,5228.0,,,,,,,,,,,,,,,,
1817,,,,ATZP91,"∆ /Time=ERÅ/Min
",3630.0,3768.0,3710.0,3736.0,3788.0,3330.0,3602.0,3820.0,3556.0,,,,,,,,,,,,,,,,
1818,2020-02-23,TEOS,ME-ER,ATZP91,Pre,5000.0,5104.0,5289.0,5303.0,5485.0,5373.0,5269.0,5197.0,5133.0,3772.0,3464.0,3660.222222222222,4.25649530127142,113.53609313537272,Pass,1159,Q20090001.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1819,,,,ATZP91,Post,3254.0,3282.0,3403.0,3425.0,3613.0,3641.0,3417.0,3332.0,3315.0,,,,,,,,,,,,,,,,
1820,,,,ATZP91,"∆ /Time=ERÅ/Min
",3492.0,3644.0,3772.0,3756.0,3744.0,3464.0,3704.0,3730.0,3636.0,,,,,,,,,,,,,,,,
1827,2020-02-26,TEOS,ME-ER,ATZP91,Pre,6797.0,6996.0,7121.0,7115.0,7117.0,7033.0,7114.0,7061.0,6905.0,4010.0,3488.0,3769.5555555555557,6.9618564950653505,159.47657438563817,Pass,1335,Q20090093.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1828,,,,ATZP91,Post,4945.0,5053.0,5199.0,5173.0,5315.0,5289.0,5253.0,5056.0,5013.0,,,,,,,,,,,,,,,,
1829,,,,ATZP91,"∆ /Time=ERÅ/Min
",3704.0,3886.0,3844.0,3884.0,3604.0,3488.0,3722.0,4010.0,3784.0,,,,,,,,,,,,,,,,
1839,2020-02-29,TEOS,ME-ER,ATZP91,Pre,4945.0,5199.0,5199.0,5173.0,5315.0,5289.0,5253.0,5056.0,5013.0,3924.0,3534.0,3651.1111111111113,5.229283990345937,122.69927102926056,Pass,1335,Q20100003.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1840,,,,ATZP91,Post,3168.0,3237.0,3369.0,3376.0,3491.0,3508.0,3375.0,3289.0,3199.0,,,,,,,,,,,,,,,,
1841,,,,ATZP91,"∆ /Time=ERÅ/Min
",3554.0,3924.0,3660.0,3594.0,3648.0,3562.0,3756.0,3534.0,3628.0,,,,,,,,,,,,,,,,
1848,2020-03-04,TEOS,ME-ER,ATZP91,Pre,6749.0,6921.0,7066.0,7072.0,7111.0,7004.0,7055.0,6998.0,6895.0,4050.0,3622.0,3887.5555555555557,5.578727841501564,158.30280407426812,Pass,1340,Q20100083.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1849,,,,ATZP91,Post,4938.0,4914.0,5070.0,5092.0,5226.0,5170.0,5075.0,4973.0,4919.0,,,,,,,,,,,,,,,,
1850,,,,ATZP91,"∆ /Time=ERÅ/Min
",3622.0,4014.0,3992.0,3960.0,3770.0,3668.0,3960.0,4050.0,3952.0,,,,,,,,,,,,,,,,
1857,2020-03-07,TEOS,ME-ER,ATZP91,Pre,6807.3,6964.83,7085.96,7085.03,7110.53,7019.57,7081.19,7039.08,6934.96,3971.8199999999997,3623.039999999999,3856.6777777777775,4.592316382395471,117.24362304383216,Pass,74,Q20100156.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1858,,,,ATZP91,Post,4881.97,4978.92,5136.19,5141.12,5257.12,5208.05,5134.8,5053.75,4981.48,,,,,,,,,,,,,,,,
1859,,,,ATZP91,"∆ /Time=ERÅ/Min
",3850.66,3971.8199999999997,3899.540000000001,3887.8199999999997,3706.8199999999997,3623.039999999999,3892.779999999999,3970.66,3906.960000000001,,,,,,,,,,,,,,,,
1866,2020-03-11,TEOS,ME-ER,ATZP91,Pre,4881.97,4978.92,5136.19,5141.12,5257.12,5208.05,5134.8,5053.75,4981.48,3706.379999999999,3553.9400000000005,3651.4222222222215,2.0996319721444605,52.121571776451475,Pass,64,Q20110061.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1867,,,,ATZP91,Post,3105.0,3155.0,3283.0,3293.0,3439.0,3407.0,3291.0,3202.0,3167.0,,,,,,,,,,,,,,,,
1868,,,,ATZP91,"∆ /Time=ERÅ/Min
",3553.9400000000005,3647.84,3706.379999999999,3696.24,3636.24,3602.1000000000004,3687.6000000000004,3703.5,3628.959999999999,,,,,,,,,,,,,,,,
1875,2020-03-16,TEOS,ME-ER,ATZP91,Pre,6721.62,6839.52,7000.81,7001.8,7017.7,6909.66,6974.47,6938.46,6847.3,3798.800000000001,3454.3999999999996,3690.1177777777775,4.748249048695768,116.73161544520771,Pass,1428,Q20120010.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1876,,,,ATZP91,Post,4947.24,4962.52,5101.41,5126.06,5182.46,5182.46,5086.86,5054.1,5002.7,,,,,,,,,,,,,,,,
1877,,,,ATZP91,"∆ /Time=ERÅ/Min
",3548.76,3754.0,3798.800000000001,3751.4799999999996,3670.4799999999996,3454.3999999999996,3775.220000000001,3768.7199999999993,3689.2000000000007,,,,,,,,,,,,,,,,
1884,2020-03-19,TEOS,ME-ER,ATZP91,Pre,4906.15,5000.89,5129.52,5120.73,5224.49,5129.52,5139.88,5043.83,5125.62,3781.1000000000013,3411.2199999999993,3694.5044444444447,5.142707777184579,117.1007035750778,Pass,1428,Q20120010.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1885,,,,ATZP91,Post,3079.88,3126.95,3238.97,3245.79,3402.13,3245.79,3256.08,3179.76,3420.01,,,,,,,,,,,,,,,,
1886,,,,ATZP91,"∆ /Time=ERÅ/Min
",3652.539999999999,3747.880000000001,3781.1000000000013,3749.879999999999,3644.7199999999993,3767.460000000001,3767.6000000000004,3728.1399999999994,3411.2199999999993,,,,,,,,,,,,,,,,
1893,2020-03-19,TEOS,ME-ER,ATZP91,Pre,6804.19,6967.94,7131.56,7131.85,7166.67,7026.31,7116.79,7053.69,6944.97,3592.699999999999,3141.2800000000007,3462.497777777777,6.70361361334602,149.9653421442732,Fail,121,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1894,,,,ATZP91,Post,5116.4,5191.61,5338.44,5357.45,5496.7,5455.67,5347.77,5257.34,5201.35,,,,,,,,,,,,,,,,
1895,,,,ATZP91,"∆ /Time=ERÅ/Min
",3375.58,3552.66,3586.2400000000016,3548.800000000001,3339.9400000000005,3141.2800000000007,3538.039999999999,3592.699999999999,3487.24,,,,,,,,,,,,,,,,
1902,2020-04-24,TEOS,ME-ER,ATZP91,Pre,6789.98,6937.45,7091.74,7083.97,7103.8,6968.29,7066.6,7032.48,6930.61,3759.66,3394.039999999999,3658.491111111111,5.110921620979365,115.90719956546015,Pass,121,Q20170027.F1,,"After lockdown, after 55 seasoning wfs",3650.0,4450.0,3700.0,4100.0,7.0,6.5
1903,,,,ATZP91,Post,4985.81,5075.37,5220.34,5225.2,5313.85,5271.27,5210.87,5152.65,5086.35,,,,,,,,,,,,,,,,
1904,,,,ATZP91,"∆ /Time=ERÅ/Min
",3608.3399999999983,3724.16,3742.7999999999993,3717.540000000001,3579.8999999999996,3394.039999999999,3711.460000000001,3759.66,3688.5199999999986,,,,,,,,,,,,,,,,
1917,2020-05-05,TEOS,ME-ER,ATZP91,Pre,4995.37,5086.7,5232.03,5236.68,5185.0,5283.63,5222.75,5164.29,5098.1,3819.26,3424.7799999999997,3652.782222222222,5.445580090667645,117.90993530846079,Pass,1428,Q20190039.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1918,,,,ATZP91,Post,3217.46,3374.31,3361.95,3374.31,3361.0,3374.0,3365.79,3374.31,3263.9,,,,,,,,,,,,,,,,
1919,,,,ATZP91,"∆ /Time=ERÅ/Min
",3555.8199999999997,3424.7799999999997,3740.16,3724.7400000000007,3648.0,3819.26,3713.92,3579.96,3668.4000000000005,,,,,,,,,,,,,,,,
1926,2020-05-08,TEOS,ME-ER,ATZP91,Pre,5037.0,5085.0,5233.0,5247.0,5402.0,5363.0,5233.0,5151.0,5086.0,3720.0,3328.0,3596.4444444444443,5.561861520998865,131.68058998112815,Fail,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1927,,,,ATZP91,Post,3252.0,3251.0,3373.0,3406.0,3669.0,3699.0,3392.0,3299.0,3312.0,,,,,,,,,,,,,,,,
1928,,,,ATZP91,"∆ /Time=ERÅ/Min
",3570.0,3668.0,3720.0,3682.0,3466.0,3328.0,3682.0,3704.0,3548.0,,,,,,,,,,,,,,,,
1935,2020-05-08,TEOS,ME-ER,ATZP91,Pre,3252.0,3251.0,3373.0,3406.0,3669.0,3699.0,3392.0,3299.0,3312.0,3690.0,3528.0,3623.777777777778,2.2443890274314215,60.78194176269816,Fail,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1936,,,,ATZP91,Post,1488.0,1423.0,1533.0,1572.0,1901.0,1905.0,1566.0,1454.0,1504.0,,,,,,,,,,,,,,,,
1937,,,,ATZP91,"∆ /Time=ERÅ/Min
",3528.0,3656.0,3680.0,3668.0,3536.0,3588.0,3652.0,3690.0,3616.0,,,,,,,,,,,,,,,,
1938,2020-05-08,TEOS,ME-ER,ATZP91,Pre,6815.0,6960.0,7038.0,7037.0,7048.0,7005.0,7035.0,7005.0,6936.0,3824.0,3352.0,3635.3333333333335,6.577480490523968,175.2141546793523,Fail,1428,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1939,,,,ATZP91,Post,4952.0,5048.0,5215.0,5228.0,5367.0,5329.0,5227.0,5111.0,5043.0,,,,,,,,,,,,,,,,
1940,,,,ATZP91,"∆ /Time=ERÅ/Min
",3726.0,3824.0,3646.0,3618.0,3362.0,3352.0,3616.0,3788.0,3786.0,,,,,,,,,,,,,,,,
1941,2020-05-08,TEOS,ME-ER,ATZP91,Pre,4930.0,5026.0,5202.0,5220.0,5374.0,5332.0,5218.0,5093.0,5025.0,3670.0,3384.0,3566.222222222222,4.054437198752481,101.08632174752444,Fail,1335,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1942,,,,ATZP91,Post,3211.0,3244.0,3367.0,3392.0,3590.0,3640.0,3392.0,3276.0,3260.0,,,,,,,,,,,,,,,,
1943,,,,ATZP91,"∆ /Time=ERÅ/Min
",3438.0,3564.0,3670.0,3656.0,3568.0,3384.0,3652.0,3634.0,3530.0,,,,,,,,,,,,,,,,
1944,2020-05-08,TEOS,ME-ER,ATZP91,Pre,6896.0,7028.0,7090.0,7085.0,7097.0,7039.0,7078.0,7054.0,7008.0,3782.0,3266.0,3557.5555555555557,7.321225879682179,200.3191897392209,Fail,1335,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1945,,,,ATZP91,Post,5006.0,5137.0,5330.0,5337.0,5464.0,5405.0,5323.0,5231.0,5133.0,,,,,,,,,,,,,,,,
1946,,,,ATZP91,"∆ /Time=ERÅ/Min
",3780.0,3782.0,3520.0,3496.0,3266.0,3268.0,3510.0,3646.0,3750.0,,,,,,,,,,,,,,,,
1947,2020-05-08,TEOS,ME-ER,ATZP91,Pre,6685.0,6827.0,6922.0,6895.0,6789.0,6672.0,6869.0,6926.0,6881.0,4150.0,3696.0,3996.4444444444443,5.786387968391537,160.88436150781132,Pass,1335,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1948,,,,ATZP91,Post,4792.0,4806.0,4859.0,4843.0,4831.0,4824.0,4831.0,4851.0,4845.0,,,,,,,,,,,,,,,,
1949,,,,ATZP91,"∆ /Time=ERÅ/Min
",3786.0,4042.0,4126.0,4104.0,3916.0,3696.0,4076.0,4150.0,4072.0,,,,,,,,,,,,,,,,
1950,2020-05-08,TEOS,ME-ER,ATZP91,Pre,6766.0,6894.0,6982.0,6958.0,6865.0,6758.0,6936.0,6984.0,6950.0,4140.0,3742.0,4022.8888888888887,5.04947982745496,135.9121448256628,Pass,1335,Q20190088.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1951,,,,ATZP91,Post,4823.0,4844.0,4921.0,4904.0,4893.0,4887.0,4890.0,4914.0,4914.0,,,,,,,,,,,,,,,,
1952,,,,ATZP91,"∆ /Time=ERÅ/Min
",3886.0,4100.0,4122.0,4108.0,3944.0,3742.0,4092.0,4140.0,4072.0,,,,,,,,,,,,,,,,
1953,2020-05-12,TEOS,ME-ER,ATZP91,Pre,4886.54,4924.62,5016.54,5001.02,4977.68,4979.69,4978.96,4994.37,4954.4,3927.7799999999997,3593.8999999999996,3843.4533333333334,4.438901947437277,106.85181327427496,Pass,1159,Q20200061.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1954,,,,ATZP91,Post,2977.39,2968.41,3052.65,3048.28,3083.49,3182.74,3025.91,3036.2,3043.21,,,,,,,,,,,,,,,,
1955,,,,ATZP91,"∆ /Time=ERÅ/Min
",3818.3,3912.42,3927.7799999999997,3905.4800000000005,3788.380000000001,3593.8999999999996,3906.1000000000004,3916.34,3822.379999999999,,,,,,,,,,,,,,,,
1962,2020-05-15,TEOS,ME-ER,ATZP91,Pre,3102.95,3131.97,3265.78,3283.43,3434.1,3491.83,3277.14,3186.99,3150.98,3908.6399999999994,3561.7599999999998,3815.3244444444445,4.643392589419572,108.57884912716678,Pass,121,Q20200115.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1963,,,,ATZP91,Post,1227.24,1202.8,1319.75,1341.31,1546.13,1710.95,1343.81,1232.67,1231.55,,,,,,,,,,,,,,,,
1964,,,,ATZP91,"∆ /Time=ERÅ/Min
",3751.4199999999996,3858.3399999999997,3892.0600000000004,3884.24,3775.9399999999996,3561.7599999999998,3866.66,3908.6399999999994,3838.86,,,,,,,,,,,,,,,,
1971,2020-05-19,TEOS,ME-ER,ATZP91,Pre,6773.17,6941.09,7106.14,7105.78,7137.31,6983.59,7084.29,7034.28,6924.17,3898.2199999999993,3537.08,3800.928888888889,4.857100587736869,117.0593935193324,Pass,1335,Q20210048.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1972,,,,ATZP91,Post,4903.47,5008.55,5170.18,5181.98,5277.42,5215.05,5161.45,5085.17,4982.37,,,,,,,,,,,,,,,,
1973,,,,ATZP91,"∆ /Time=ERÅ/Min
",3739.3999999999996,3865.08,3871.92,3847.6000000000004,3719.7800000000007,3537.08,3845.6800000000003,3898.2199999999993,3883.6000000000004,,,,,,,,,,,,,,,,
1980,2020-05-22,TEOS,ME-ER,ATZP91,Pre,4911.75,5013.42,5179.16,5190.83,5285.43,5223.58,5170.48,5094.31,4989.07,3825.2599999999993,3389.6399999999994,3704.9266666666663,6.0377829214542125,141.4766464827451,Pass,1335,Q20210095.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1981,,,,ATZP91,Post,3075.02,3119.95,3266.53,3290.33,3480.32,3528.76,3272.67,3192.14,3160.14,,,,,,,,,,,,,,,,
1982,,,,ATZP91,"∆ /Time=ERÅ/Min
",3673.46,3786.9400000000005,3825.2599999999993,3801.0,3610.2200000000003,3389.6399999999994,3795.619999999999,3804.340000000001,3657.8599999999997,,,,,,,,,,,,,,,,
1989,2020-05-25,TEOS,ME-ER,ATZP91,Pre,3087.75,3124.87,3277.49,3301.36,3490.62,3538.89,3283.08,3197.36,3162.87,3747.4599999999996,3423.8599999999997,3673.6511111111104,4.5124189131150185,104.031884588888,Pass,121,Q20220015.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1990,,,,ATZP91,Post,1261.16,1256.1,1403.76,1437.67,1682.96,1826.96,1419.85,1325.3,1319.1,,,,,,,,,,,,,,,,
1991,,,,ATZP91,"∆ /Time=ERÅ/Min
",3653.18,3737.54,3747.4599999999996,3727.38,3615.3199999999997,3423.8599999999997,3726.46,3744.1200000000003,3687.54,,,,,,,,,,,,,,,,
1998,2020-05-28,TEOS,ME-ER,ATZP91,Pre,6568.42,6819.27,7004.05,6981.11,6918.39,6764.39,6956.49,6915.4,6695.02,3875.2599999999984,3495.300000000001,3764.0733333333337,5.155103547084582,120.33095902549722,Pass,1428,Q20220096.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
1999,,,,ATZP91,Post,4727.14,4904.43,5076.47,5064.67,5066.39,5016.74,5045.24,4977.77,4805.36,,,,,,,,,,,,,,,,
2000,,,,ATZP91,"∆ /Time=ERÅ/Min
",3682.5599999999995,3829.6800000000003,3855.16,3832.879999999999,3704.0,3495.300000000001,3822.5,3875.2599999999984,3779.3200000000015,,,,,,,,,,,,,,,,
2007,2020-06-01,TEOS,ME-ER,ATZP91,Pre,4739.63,4915.84,5083.99,5073.04,5074.62,5026.64,5052.82,4984.29,4816.89,3806.8399999999992,3486.2400000000007,3737.315555555555,4.395947939690755,103.33644651224655,Pass,1340,Q20220096.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2008,,,,ATZP91,Post,2879.62,3015.97,3180.57,3177.86,3234.55,3283.52,3157.57,3084.91,2935.27,,,,,,,,,,,,,,,,
2009,,,,ATZP91,"∆ /Time=ERÅ/Min
",3720.0200000000004,3799.7400000000007,3806.8399999999992,3790.3599999999997,3680.1399999999994,3486.2400000000007,3790.499999999999,3798.76,3763.2400000000007,,,,,,,,,,,,,,,,
2016,2020-06-04,TEOS,ME-ER,ATZP91,Pre,6619.23,6731.18,6821.66,6794.78,6714.71,6614.01,6772.42,6823.24,6792.02,3830.8199999999997,3414.620000000001,3729.6044444444447,5.744302623443144,129.19367700387335,Pass,1340,Q20230104.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2017,,,,ATZP91,Post,4749.32,4844.57,4914.57,4898.49,4890.41,4906.7,4882.69,4907.83,4905.45,,,,,,,,,,,,,,,,
2018,,,,ATZP91,"∆ /Time=ERÅ/Min
",3739.8199999999997,3773.220000000001,3814.1800000000003,3792.58,3648.6000000000004,3414.620000000001,3779.460000000001,3830.8199999999997,3773.1400000000012,,,,,,,,,,,,,,,,
2025,2020-06-07,TEOS,ME-ER,ATZP91,Pre,4813.66,4848.49,4923.9,4907.69,4901.96,4915.71,4893.21,4908.56,4904.09,3933.500000000001,3550.8199999999997,3839.3688888888887,5.113089766338173,119.6575464026794,Pass,121,Q20240010.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2026,,,,ATZP91,Post,2913.42,2897.41,2964.76,2959.2,3010.77,3140.3,2948.7,2941.81,2963.74,,,,,,,,,,,,,,,,
2027,,,,ATZP91,"∆ /Time=ERÅ/Min
",3800.4799999999996,3902.16,3918.279999999999,3896.9799999999996,3782.38,3550.8199999999997,3889.0200000000004,3933.500000000001,3880.7000000000007,,,,,,,,,,,,,,,,
2034,2020-06-10,TEOS,ME-ER,ATZP91,Pre,6625.23,6746.64,6844.07,6814.89,6724.76,6612.86,6788.59,6844.82,6799.83,3913.5199999999986,3518.92,3799.224444444444,5.309158230675237,125.38522312369274,Pass,1335,fail in dmis,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2035,,,,ATZP91,Post,4767.51,4812.31,4909.58,4891.04,4860.49,4853.4,4868.35,4888.06,4854.44,,,,,,,,,,,,,,,,
2036,,,,ATZP91,"∆ /Time=ERÅ/Min
",3715.4399999999987,3868.66,3868.9799999999996,3847.7000000000007,3728.540000000001,3518.92,3840.4799999999996,3913.5199999999986,3890.7800000000007,,,,,,,,,,,,,,,,
2043,2020-06-14,TEOS,ME-ER,ATZP91,Pre,4781.11,4827.84,4918.35,4899.53,4871.34,4865.81,4877.51,4901.93,4864.03,3936.120000000001,3449.040000000001,3812.448888888889,6.595388590091478,159.41846007007126,Pass,1335,Q20250005.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2044,,,,ATZP91,Post,2914.46,2878.33,2950.29,2939.28,3007.53,3141.29,2925.63,2934.54,2960.08,,,,,,,,,,,,,,,,
2045,,,,ATZP91,"∆ /Time=ERÅ/Min
",3733.2999999999993,3899.0200000000004,3936.120000000001,3920.499999999999,3727.62,3449.040000000001,3903.76,3934.7800000000007,3807.8999999999996,,,,,,,,,,,,,,,,
2052,2020-06-22,TEOS,ME-ER,ATZP91,Pre,5006.36,5071.33,5152.13,5130.13,5080.43,5085.93,5110.04,5150.3,5136.15,3863.0200000000004,3529.8,3774.193333333333,4.5073463171022725,104.82814841445916,Pass,121,Q20260004.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2053,,,,ATZP91,Post,3149.27,3159.61,3228.15,3213.92,3216.35,3321.03,3199.58,3218.79,3232.23,,,,,,,,,,,,,,,,
2054,,,,ATZP91,"∆ /Time=ERÅ/Min
",3714.1799999999994,3823.4399999999996,3847.96,3832.42,3728.1600000000008,3529.8,3820.92,3863.0200000000004,3807.8399999999992,,,,,,,,,,,,,,,,
2061,2020-06-22,TEOS,ME-ER,ATZP91,Pre,3164.98,3175.42,3245.45,3230.52,3232.41,3336.78,3215.72,3236.04,3250.0,3992.5000000000005,3538.3199999999997,3680.793333333333,6.030950148854982,131.15089782385044,Pass,1335,Q20260098.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2062,,,,ATZP91,Post,1388.19,1338.47,1396.53,1394.45,1463.25,1340.53,1382.03,1384.08,1436.22,,,,,,,,,,,,,,,,
2063,,,,ATZP91,"∆ /Time=ERÅ/Min
",3553.58,3673.9,3697.8399999999997,3672.14,3538.3199999999997,3992.5000000000005,3667.3799999999997,3703.92,3627.56,,,,,,,,,,,,,,,,
2070,2020-06-29,TEOS,ME-ER,ATZP91,Pre,6671.86,6794.2,6899.07,6865.9,6794.26,6665.1,6837.82,6900.4,6850.45,3784.3999999999996,3405.2000000000007,3678.013333333333,5.2742850784466295,121.85213293167789,Pass,1335,,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2071,,,,ATZP91,Post,4867.31,4923.55,5014.28,4994.85,4995.75,4962.5,4966.64,5008.2,4994.92,,,,,,,,,,,,,,,,
2072,,,,ATZP91,"∆ /Time=ERÅ/Min
",3609.0999999999985,3741.2999999999993,3769.58,3742.0999999999985,3597.0200000000004,3405.2000000000007,3742.3599999999988,3784.3999999999996,3711.0599999999995,,,,,,,,,,,,,,,,
2079,2020-07-03,TEOS,ME-ER,ATZP91,Pre,4876.37,4930.87,5019.22,5000.28,5000.59,4982.53,4974.77,5015.61,5000.69,3899.7599999999993,3569.9399999999996,3819.0555555555557,4.415438371018913,104.38310628533553,Pass,1159,Q20270127.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2080,,,,ATZP91,Post,2977.51,2986.33,3078.18,3069.38,3123.39,3197.56,3041.02,3065.73,3076.08,,,,,,,,,,,,,,,,
2081,,,,ATZP91,"∆ /Time=ERÅ/Min
",3797.7199999999993,3889.08,3882.080000000001,3861.7999999999993,3754.4000000000005,3569.9399999999996,3867.500000000001,3899.7599999999993,3849.2199999999993,,,,,,,,,,,,,,,,
2088,2020-07-06,TEOS,ME-ER,ATZP91,Pre,2982.43,2989.8,3082.23,3073.24,3127.1,3209.87,3045.97,3071.19,3079.86,3801.84,3425.52,3707.284444444445,5.2068805206880535,117.20934765527053,Pass,121,Q20280043.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2089,,,,ATZP91,Post,1151.88,1105.09,1190.41,1192.54,1298.95,1497.11,1168.3,1170.27,1204.36,,,,,,,,,,,,,,,,
2090,,,,ATZP91,"∆ /Time=ERÅ/Min
",3661.0999999999995,3769.4200000000005,3783.64,3761.3999999999996,3656.2999999999997,3425.52,3755.3399999999997,3801.84,3751.0000000000005,,,,,,,,,,,,,,,,
2097,2020-07-09,TEOS,ME-ER,ATZP91,Pre,6654.42,6884.89,6848.76,6775.87,6661.05,6828.03,6874.13,6807.18,6785.38,3773.5200000000004,3394.84,3672.8688888888887,5.282658795038199,121.96051332750984,Pass,1340,Q20280089.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2098,,,,ATZP91,Post,4859.43,5002.05,4975.11,4966.51,4963.63,4960.75,4987.37,4953.68,4923.27,,,,,,,,,,,,,,,,
2099,,,,ATZP91,"∆ /Time=ERÅ/Min
",3589.9799999999996,3765.6800000000003,3747.300000000001,3618.7199999999993,3394.84,3734.5599999999995,3773.5200000000004,3707.0,3724.2199999999993,,,,,,,,,,,,,,,,
2106,2020-07-13,TEOS,ME-ER,ATZP91,Pre,4859.43,5002.05,4975.11,4966.51,4963.63,4960.75,4987.37,4953.68,4923.27,3717.08,3550.3200000000006,3654.0955555555556,2.2946308170734966,66.36410082099317,Pass,1340,Q20290004.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2107,,,,ATZP91,Post,3070.57,3145.32,3127.33,3177.17,3188.47,3113.44,3128.83,3123.69,3073.55,,,,,,,,,,,,,,,,
2108,,,,ATZP91,"∆ /Time=ERÅ/Min
",3577.7200000000003,3713.46,3695.5599999999995,3578.6800000000003,3550.3200000000006,3694.62,3717.08,3659.9800000000005,3699.4400000000005,,,,,,,,,,,,,,,,
2115,2020-07-16,TEOS,ME-ER,ATZP91,Pre,3080.05,3156.09,3137.58,3188.2,3300.15,3123.73,3139.22,3134.38,3083.13,3769.9,3432.0800000000004,3688.344444444445,4.690654514452965,107.81924585977168,Pass,1159,Q20290095.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2116,,,,ATZP91,Post,1261.41,1271.14,1264.31,1366.28,1584.11,1252.31,1255.67,1277.77,1211.98,,,,,,,,,,,,,,,,
2117,,,,ATZP91,"∆ /Time=ERÅ/Min
",3637.28,3769.9,3746.54,3643.8399999999997,3432.0800000000004,3742.84,3767.0999999999995,3713.2200000000003,3742.3,,,,,,,,,,,,,,,,
2124,2020-07-19,TEOS,ME-ER,ATZP91,Pre,6655.28,6853.75,6825.83,6783.04,6664.55,6804.66,6851.68,6824.54,6759.43,3796.8600000000006,3394.800000000001,3689.8733333333334,5.590642494222466,127.97965580512758,Pass,64,Q20300002.F1,,,3650.0,4450.0,3700.0,4100.0,7.0,6.5
2125,,,,ATZP91,Post,4853.06,4963.01,4944.05,4964.29,4967.15,4930.54,4953.25,4952.46,4890.52,,,,,,,,,,,,,,,,
